@relation 'CAN_traffic (Multi-class)-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute Mean numeric
@attribute Var numeric
@attribute Q3 numeric
@attribute IQR numeric
@attribute Skew numeric
@attribute Kurt numeric
@attribute Class {Flooding,Fuzzy,Malfunction}

@data
27.070423,18.237827,29,5,2.754093,14.276113,Malfunction
26.69863,42.157915,33,13,-0.003663,-1.608017,Malfunction
26.616438,3.239726,28,3,-0.075478,-0.504208,Malfunction
5.826866,10.472929,8,5,0.568743,0.095199,Malfunction
26.652778,2.84957,28,2,-0.239531,1.198248,Malfunction
5.840841,17.592062,8,5,1.110256,0.207159,Malfunction
53.333333,2.514286,55,3,0.004845,-1.010331,Malfunction
26.69863,42.157915,33,13,-0.003663,-1.608017,Malfunction
27,56.309859,34.25,14.25,-0.007653,-1.621018,Malfunction
26.875,22.110915,30,7,0.097108,-1.052084,Malfunction
26.875,3.125,28,2.25,-0.024792,-0.675464,Malfunction
53.742857,0.843697,55,2,0.297428,-1.323685,Malfunction
26.875,3.716549,28,2,0.190223,-0.232617,Malfunction
26.861111,10.966354,29,5,0.228326,-0.432445,Malfunction
27.013889,11.591354,29,4,0.119575,0.765648,Malfunction
53.8,2.576471,55,2,0.503944,-0.683962,Malfunction
268.833333,0.966667,269,0,-1.050139,0.378121,Malfunction
26.875,12.899648,30,7,0.09692,-1.667733,Malfunction
268.833333,0.966667,269,0,-1.050139,0.378121,Malfunction
53.771429,2.47563,55,2,0.521988,-0.56049,Malfunction
268.714286,0.571429,269,0,-2.041241,2.166667,Malfunction
26.875,3.040493,28,3,0.417588,-0.573132,Malfunction
134.642857,26.401099,139,8,0.298565,-1.226894,Malfunction
26.888889,5.395931,29,4,0.1763,-0.401629,Malfunction
26.875,5.603873,29,4,0.182126,-0.400772,Malfunction
27.225352,13.605634,29,4,3.309861,18.483013,Malfunction
26.875,22.110915,30,7,0.097108,-1.052084,Malfunction
26.875,4.420775,28,2,0.156931,1.640053,Malfunction
5.706745,15.278454,8,5,0.695867,-0.61014,Malfunction
26.833333,1.43662,28,2,0.1263,-0.500577,Malfunction
5.69883,21.618708,7,4,1.213356,0.429518,Malfunction
53.742857,1.667227,55,2,0.739174,-0.830189,Malfunction
26.875,22.110915,30,7,0.097108,-1.052084,Malfunction
26.888889,51.114241,35,15,0.023124,-1.542785,Malfunction
26.873239,77.026559,35,16,0.030808,-1.520429,Malfunction
26.902778,4.370696,28,3,0.511574,1.720511,Malfunction
53.777778,1.663492,55,2,0.259443,-0.581435,Malfunction
26.888889,4.071987,28,2.25,0.411625,0.909498,Malfunction
26.847222,4.722809,28,3,0.098039,-0.850129,Malfunction
26.780822,24.145738,31,8,0.006352,-0.860306,Malfunction
54.028571,14.440336,56,3,-0.759753,-0.079774,Malfunction
269,4.8,270,2.5,-0.125,-1.125,Malfunction
26.873239,50.740845,32.5,10.5,0.038367,-1.248735,Malfunction
269,4.8,270,2.5,-0.125,-1.125,Malfunction
54.028571,15.793277,56,3,-0.757409,0.096346,Malfunction
269.333333,1.066667,269.75,0.75,0.486136,-0.65625,Malfunction
26.901408,28.918712,30.5,6.5,0.041984,-0.792188,Malfunction
134.230769,9.025641,136,3,0.479361,0.400038,Malfunction
26.791667,11.660211,30,6,-0.011017,-0.902171,Malfunction
26.791667,11.829225,30,6,-0.066734,-0.922992,Malfunction
26.888889,4.973396,29,4,0.217142,-0.535874,Malfunction
26.833333,13.915493,30,6,-0.028871,-1.131608,Malfunction
26.873239,77.026559,35,16,0.030808,-1.520429,Malfunction
5.699708,14.561608,9,6,0.627038,-0.686705,Malfunction
26.875,3.491197,28,2,0.026295,0.815255,Malfunction
5.715543,22.386493,8,6,1.173586,0.461851,Malfunction
53.916667,1.964286,55,2,0.465314,-1.013078,Malfunction
26.873239,77.026559,35,16,0.030808,-1.520429,Malfunction
26.708333,58.632042,33,13,-0.020115,-1.29397,Malfunction
26.547945,81.306697,35,17,0.040151,-1.641921,Malfunction
26.684932,4.329909,28,3,0.415916,-0.222195,Malfunction
53.371429,1.122689,54,1.5,0.117217,-1.179327,Malfunction
26.630137,1.819635,27,1,-0.159161,0.788394,Malfunction
26.708333,2.603873,28,3,0.09638,-0.528094,Malfunction
26.708333,44.632042,33,13,0.103295,-1.465218,Malfunction
53.388889,7.95873,55,3,-0.233722,1.988535,Malfunction
267,3.333333,268.5,2.5,-0.354965,-0.97,Malfunction
26.589041,62.328767,34,15,0.052516,-1.790906,Malfunction
267,3.333333,268.5,2.5,-0.354965,-0.97,Malfunction
53.388889,8.75873,55,3,-0.28591,2.226244,Malfunction
266.833333,0.566667,267,0.75,0.228269,-0.892734,Malfunction
26.616438,35.628615,32,11,0.070622,-1.660002,Malfunction
133.571429,17.186813,137,7,-0.140753,-1.551792,Malfunction
26.680556,25.544405,32,11,0.001476,-1.698595,Malfunction
26.625,20.603873,32,9.25,0.060439,-1.398135,Malfunction
26.694444,4.046166,28,3,0.120927,-0.915552,Malfunction
26.547945,81.306697,35,17,0.040151,-1.641921,Malfunction
26.625,11.927817,28,3,0.02876,-0.487989,Malfunction
5.832335,16.566399,9,7,0.698859,-0.625646,Malfunction
26.657534,3.922755,28,3,0.795801,1.052927,Malfunction
5.832836,18.954008,8.5,5.5,0.852482,-0.557616,Malfunction
53.342857,9.52605,55,3,0.074548,0.234469,Malfunction
26.547945,81.306697,35,17,0.040151,-1.641921,Malfunction
26.493151,29.920091,28,3,0.160148,0.739668,Malfunction
26.708333,48.350352,33.25,13.5,-0.067476,-1.712939,Malfunction
26.652778,6.821401,29,4,-0.255936,-0.257365,Malfunction
53.305556,1.93254,55,3,0.474264,-1.276304,Malfunction
26.694444,5.708138,28,3,-0.227181,0.830073,Malfunction
26.708333,4.913732,28,3,-0.846331,1.369281,Malfunction
26.506849,31.503425,31,10,-0.031437,-0.997695,Malfunction
53.444444,3.339683,54.25,2.25,1.457513,2.634114,Malfunction
266.333333,1.066667,266.75,0.75,0.486136,-0.65625,Malfunction
26.657534,28.72831,32,10,-0.017162,-1.721528,Malfunction
266.333333,1.066667,266.75,0.75,0.486136,-0.65625,Malfunction
53.444444,3.339683,54.25,2.25,1.457513,2.634114,Malfunction
266.285714,0.238095,266.5,0.5,0.948683,-1.1,Malfunction
26.684932,12.079909,30,6,-0.048839,-1.359732,Malfunction
133.142857,11.516484,136.25,6.5,0.11805,-1.28945,Malfunction
26.520548,8.141933,28,3,-0.527179,1.579653,Malfunction
26.520548,3.3086,28,3,-0.549135,2.553795,Malfunction
26.671233,4.5293,28,4,-0.025772,-1.326283,Malfunction
26.561644,2.721842,28,3,-0.156134,1.747116,Malfunction
26.708333,48.350352,33.25,13.5,-0.067476,-1.712939,Malfunction
5.826866,14.652569,9,6,0.615953,-0.773681,Malfunction
26.666667,3.915493,28,3,0.316088,0.169401,Malfunction
5.835329,17.531361,9,6,0.832073,-0.37401,Malfunction
53.444444,4.139683,54.25,2.25,0.783203,0.467744,Malfunction
26.643836,47.982496,33,13,-0.043563,-1.710684,Malfunction
26.520548,29.225266,28,3,0.003688,0.23756,Malfunction
26.684932,23.996575,31,9,-0.023037,-1.180163,Malfunction
26.616438,3.18417,28,3,0.501927,0.084595,Malfunction
53.194444,2.161111,54,2,0.753495,-0.913866,Malfunction
26.630137,5.736301,29,5,0.021345,-1.467226,Malfunction
26.625,24.068662,31,9,0.003998,-1.174475,Malfunction
26.643836,4.343607,28,3,0.305044,-0.498075,Malfunction
26.597222,6.863654,28,2,-0.075288,3.399885,Malfunction
266.166667,0.966667,267,1.75,-0.332971,-1.676576,Malfunction
26.625,16.378521,30,7,0.1132,-1.115184,Malfunction
266.166667,0.966667,267,1.75,-0.332971,-1.676576,Malfunction
53.25,1.678571,54,2,0.484666,-0.721521,Malfunction
266.166667,0.166667,266,0,1.788854,1.2,Malfunction
26.625,5.167254,28,3,0.390666,1.769066,Malfunction
133.071429,0.994505,134,2,-0.14291,-1.901834,Malfunction
26.597222,4.103091,28,3,0.211124,4.493676,Malfunction
26.597222,2.666471,28,3,0.939653,4.616611,Malfunction
26.643836,4.81583,28,4,0.039417,-1.439947,Malfunction
26.684932,23.996575,31,9,-0.023037,-1.180163,Malfunction
26.597222,2.666471,28,3,0.939653,4.616611,Malfunction
5.850299,13.052598,8.75,5.75,0.510541,-0.827451,Malfunction
26.60274,5.103881,28,3,0.683487,0.879548,Malfunction
5.835821,14.784342,8,5,0.667285,-0.806962,Malfunction
53.25,1.907143,54,2,0.730262,-0.467365,Malfunction
53.25,1.678571,54,2,0.484666,-0.721521,Malfunction
22.356322,17.371558,27,7.5,0.325981,-0.335263,Malfunction
22.406977,26.455951,24,7,0.505224,-0.607594,Malfunction
22.383721,17.980438,25,7,0.285397,-0.965194,Malfunction
44.627907,51.715393,53,15,0.400643,-1.733547,Malfunction
22.360465,17.668536,25,6,0.269426,-1.090533,Malfunction
22.372093,17.624624,25.75,6.75,0.214836,-1.124158,Malfunction
22.356322,16.464582,26,6.5,0.362629,-0.629758,Malfunction
44.581395,51.344408,52,14,0.428203,-1.669734,Malfunction
225.625,1271.696429,266,71.25,0.329346,-1.747559,Malfunction
22.390805,25.682705,24,7,0.230867,-0.790486,Malfunction
225.625,1271.696429,266,71.25,0.329346,-1.747559,Malfunction
44.581395,51.344408,52,14,0.428203,-1.669734,Malfunction
222.75,1347.642857,266,71,0.509259,-1.726219,Malfunction
22.367816,15.793371,26,7,0.38552,-1.072201,Malfunction
111,316,132.25,35.25,0.521055,-1.707882,Malfunction
22.367816,16.18872,26,6.5,0.430464,-0.775651,Malfunction
22.367816,14.095696,26.5,6.5,0.287302,-1.481441,Malfunction
22.360465,17.197948,25.75,6.75,0.326563,-1.001532,Malfunction
22.367816,13.816627,26.5,7,0.351269,-1.53195,Malfunction
22.406977,26.455951,24,7,0.505224,-0.607594,Malfunction
9.222749,44.173956,13.5,9.5,0.588236,-1.099683,Malfunction
22.344828,14.461107,27,7.5,0.260287,-1.428759,Malfunction
9.21327,45.854299,14,11,0.65222,-0.951334,Malfunction
44.581395,51.011074,52.5,14.5,0.407043,-1.718444,Malfunction
22.390805,26.171077,24,7,0.516786,-0.577403,Malfunction
22.764706,16.110644,26,7,0.226744,-1.036356,Malfunction
22.5,23.052941,24.75,6.75,0.135031,0.062478,Malfunction
22.682353,18.719328,26,7,0.427342,-0.598894,Malfunction
45.619048,56.485482,52,13,0.274526,-1.725308,Malfunction
22.752941,17.831092,27,8,0.166748,-0.946373,Malfunction
22.788235,17.407003,27,7,0.251253,-0.857458,Malfunction
22.752941,16.307283,27,8,0.231235,-1.210762,Malfunction
45.404762,50.588269,52,13,0.223363,-1.77383,Malfunction
225.625,1251.125,265.25,69.5,0.331684,-1.746172,Malfunction
22.670588,30.366387,25,8,0.324176,-0.866516,Malfunction
225.625,1251.125,265.25,69.5,0.331684,-1.746172,Malfunction
45.404762,50.588269,52,13,0.223363,-1.77383,Malfunction
228.75,1271.928571,264.5,68.75,0.057321,-1.932766,Malfunction
22.694118,17.857703,25,6,0.439407,-0.923975,Malfunction
113.705882,315.095588,133,36,0.169844,-1.915103,Malfunction
22.741176,16.622689,26,7,0.297151,-1.044346,Malfunction
22.741176,15.860784,26,7,0.153558,-1.295217,Malfunction
22.764706,18.634454,27,8,0.167038,-0.773833,Malfunction
22.682353,19.766947,25,5,0.54424,-0.799388,Malfunction
22.741176,15.860784,26,7,0.153558,-1.295217,Malfunction
8.662222,39.019325,11,7,0.864272,-0.446911,Malfunction
22.764706,18.515406,26,7,0.430034,-0.647779,Malfunction
8.669643,39.486787,11,7,0.912729,-0.266193,Malfunction
45.463415,52.004878,53,15,0.241136,-1.740937,Malfunction
22.682353,20.814566,24,6,0.536947,-0.797506,Malfunction
26.611111,6.86072,28,4,0.084081,-0.548166,Malfunction
26.575342,8.636606,29,5,-0.01389,-1.783273,Malfunction
26.630137,2.264079,28,3,-0.338377,-0.198273,Malfunction
53.285714,1.621849,54,2,0.403358,-1.217603,Malfunction
26.60274,4.326104,28,3,-0.151084,-0.785025,Malfunction
26.638889,1.36072,28,2.25,-0.178244,-1.238333,Malfunction
26.60274,4.326104,29,4,-0.179061,-1.140624,Malfunction
53.25,1.45,54,2,0.304947,-1.442161,Malfunction
266.833333,5.766667,267.5,1.5,0.78226,-0.335795,Malfunction
26.575342,13.525495,30,7,0.076818,-1.814037,Malfunction
266.833333,5.766667,267.5,1.5,0.78226,-0.335795,Malfunction
53.25,1.45,54,2,0.304947,-1.442161,Malfunction
266.5,0.7,266.75,0.75,1.122263,-0.367347,Malfunction
26.60274,3.381659,28,3,0.327777,-1.031936,Malfunction
133.923077,28.74359,135,4,0.54067,0.358542,Malfunction
26.589041,3.6621,28,3,-0.239188,-1.410581,Malfunction
26.589041,3.773212,28,3,-0.255675,-1.359734,Malfunction
26.638889,5.388889,28,3.25,0.008941,-0.942758,Malfunction
26.575342,8.636606,29,5,-0.01389,-1.783273,Malfunction
26.589041,3.6621,28,3,-0.239188,-1.410581,Malfunction
5.826347,8.924709,8,4,-0.040158,-1.060946,Malfunction
26.597222,4.159429,28,3,-0.045897,-0.228249,Malfunction
5.847305,9.186825,8,5,-0.043899,-1.04875,Malfunction
53.25,2.021429,54,2,0.578475,-0.231418,Malfunction
26.575342,8.914384,29,5,0.015906,-1.788349,Malfunction
26.589041,6.828767,28,4,-0.04762,1.127359,Malfunction
26.60274,7.49277,29,5,-0.093744,-1.690715,Malfunction
26.643836,2.31583,27,2,0.688332,2.721488,Malfunction
53.277778,1.692063,54.25,2.25,0.419658,-1.286364,Malfunction
26.652778,3.581964,28,3,-0.508543,-1.004714,Malfunction
26.657534,1.339422,27,1,-0.171298,-1.036749,Malfunction
26.638889,4.684664,28,3,-0.190632,-1.068578,Malfunction
53.277778,1.692063,54.25,2.25,0.419658,-1.286364,Malfunction
265.571429,15.952381,267,3,-0.083033,-0.230247,Malfunction
26.589041,11.023212,30,7,0.054859,-1.783669,Malfunction
265.571429,18.619048,267,3.5,0.249131,-0.213339,Malfunction
53.277778,1.692063,54.25,2.25,0.419658,-1.286364,Malfunction
266.166667,0.166667,266,0,1.788854,1.2,Malfunction
26.616438,2.211948,28,3,0.269424,-0.567777,Malfunction
132.285714,10.527473,134,2.75,-1.56962,3.017464,Malfunction
26.625,3.533451,28,3,-0.254046,-1.488293,Malfunction
26.625,3.533451,28,3,-0.254046,-1.488293,Malfunction
26.684932,4.635464,28,3,-0.410925,-0.680125,Malfunction
26.652778,7.41295,29,5,-0.11928,-1.68028,Malfunction
26.625,3.533451,28,3,-0.254046,-1.488293,Malfunction
5.847305,8.105743,8,4,0.027974,-1.002517,Malfunction
26.657534,5.756088,28,3,-0.539023,0.886841,Malfunction
5.844311,10.119832,9,6,0.286358,-1.102378,Malfunction
53.277778,2.149206,55,3,0.556798,-1.245991,Malfunction
26.60274,7.659437,29,5,-0.069391,-1.714439,Malfunction
26.575342,9.053272,28,4,-0.085732,0.411735,Malfunction
26.638889,7.445227,29,5,-0.210811,-1.695418,Malfunction
26.625,2.68838,27,1.25,0.886571,2.872963,Malfunction
53.277778,1.520635,54,2,0.384416,-1.125335,Malfunction
26.69863,4.991248,28,3,-0.174442,-0.394266,Malfunction
26.652778,3.384781,28,3,0.61575,1.554858,Malfunction
26.657534,3.283866,28,3,-0.016807,-0.560945,Malfunction
53.277778,1.806349,54,2,0.48391,-1.131409,Malfunction
266.666667,5.066667,266.75,1.5,1.374613,0.444598,Malfunction
26.638889,10.290297,30,7,-0.035712,-1.779694,Malfunction
266.666667,5.066667,266.75,1.5,1.374613,0.444598,Malfunction
53.277778,1.806349,54,2,0.48391,-1.131409,Malfunction
266.285714,1.238095,267,1.5,0.192012,-1.143491,Malfunction
26.638889,1.839593,28,3,-0.074548,-1.10225,Malfunction
133.071429,9.456044,134,2,0.111604,0.223698,Malfunction
26.630137,3.069635,28,3,0.311855,-0.241741,Malfunction
26.630137,2.402968,28,3,-0.087599,-0.470788,Malfunction
26.657534,4.200533,28,3,-0.232854,-0.895602,Malfunction
26.671233,7.418189,29,5,-0.235764,-1.686021,Malfunction
26.630137,2.402968,28,3,-0.087599,-0.470788,Malfunction
5.855856,7.340606,8,4,0.205501,-0.39261,Malfunction
26.671233,5.195967,29,4,-0.220119,-1.184169,Malfunction
5.859281,14.595754,9,6,0.93888,0.052736,Malfunction
53.277778,1.463492,54,2,0.238026,-1.49189,Malfunction
26.638889,7.445227,29,5,-0.210811,-1.695418,Malfunction
26.638889,8.374804,29,5,0.026658,-0.490454,Malfunction
26.684932,10.079909,30,7,-0.16026,-1.628773,Malfunction
26.630137,2.041857,27,2,0.698935,-0.005097,Malfunction
53.305556,1.703968,54,2,0.512028,-1.003651,Malfunction
26.666667,2.788732,28,3,-0.393894,-0.956535,Malfunction
26.684932,10.079909,30,7,-0.16026,-1.628773,Malfunction
26.657534,6.367199,28,3,0.657123,0.239181,Malfunction
26.652778,5.441119,29,4,-0.191729,-1.160856,Malfunction
266.666667,3.866667,268,2.75,-0.185695,-1.483948,Malfunction
26.684932,13.885464,30,7,-0.087503,-1.660606,Malfunction
266.666667,3.866667,268,2.75,-0.185695,-1.483948,Malfunction
53.305556,1.875397,55,3,0.516789,-1.195735,Malfunction
266.833333,0.566667,267,0.75,0.228269,-0.892734,Malfunction
26.657534,3.367199,28,3,-0.287422,-1.045797,Malfunction
133,11,135,4,-0.228235,-0.466253,Malfunction
26.625,4.068662,28,3,-0.059138,-0.864981,Malfunction
26.643836,4.121385,28,3,-0.220028,-0.871515,Malfunction
26.652778,2.736894,28,3,-0.299373,-1.259778,Malfunction
26.684932,10.079909,30,7,-0.16026,-1.628773,Malfunction
26.60274,3.770548,28,3,0.078545,-0.641192,Malfunction
5.81791,8.957762,7,3,0.628483,0.538699,Malfunction
26.638889,3.07903,28,3,-0.398451,-1.20343,Malfunction
5.823353,17.773507,9,6,1.156968,0.155411,Malfunction
53.25,1.964286,54.25,2.25,0.430229,-1.14002,Malfunction
53.305556,1.875397,55,3,0.516789,-1.195735,Malfunction
26.69863,8.852359,30,6,-0.010487,-1.269116,Malfunction
26.694444,12.187011,30,7,-0.078268,-1.760256,Malfunction
26.680556,2.389476,28,3,0.568046,-0.514952,Malfunction
53.4,1.835294,55,3,0.394629,-1.250863,Malfunction
26.684932,3.329909,28,3,-0.299429,-1.126136,Malfunction
26.694444,23.736307,29,5,-0.068328,-0.617889,Malfunction
26.69863,7.157915,29,4,0.045239,-0.809163,Malfunction
53.4,2.364706,54.5,2.5,0.338758,-0.650813,Malfunction
266.857143,1.809524,267.5,1.5,0.271677,-0.876039,Malfunction
26.680556,9.459898,29,6,-0.111624,-1.621276,Malfunction
266.857143,1.809524,267.5,1.5,0.271677,-0.876039,Malfunction
53.4,2.364706,54.5,2.5,0.338758,-0.650813,Malfunction
267.166667,0.966667,267,0,1.050139,0.378121,Malfunction
26.680556,1.854264,28,3,-0.115073,-0.72579,Malfunction
133.5,1.346154,134,1,-0.459991,-0.262857,Malfunction
26.69863,7.157915,29,5,0.137253,-1.054353,Malfunction
26.694444,7.6518,29,5,0.139418,-1.218403,Malfunction
26.684932,4.246575,28,4,-0.156162,-0.979866,Malfunction
26.694444,12.187011,30,7,-0.078268,-1.760256,Malfunction
26.694444,7.06025,29,5,0.155412,-1.002917,Malfunction
5.8125,12.128918,7,3,1.010555,0.46102,Malfunction
26.69863,2.352359,28,2,-0.204947,-0.232896,Malfunction
5.79822,21.959163,6,3,1.293289,0.23874,Malfunction
53.4,1.129412,54,1,0.190941,-1.14974,Malfunction
26.694444,12.187011,30,7,-0.078268,-1.760256,Malfunction
26.680556,10.389476,29,5,-0.085442,-0.013406,Malfunction
26.630137,24.597412,30,7,0.063715,-0.171127,Malfunction
26.684932,2.163242,27,2,0.6879,-0.139031,Malfunction
53.361111,1.723016,54.25,2.25,0.460894,-1.087111,Malfunction
26.694444,2.665884,28,3,-0.30122,-1.142309,Malfunction
26.680556,5.657081,28,3,0.251159,0.287825,Malfunction
26.680556,15.262715,30,6,0.090828,-0.649833,Malfunction
53.388889,11.044444,55,3,0.235972,1.00594,Malfunction
266.666667,1.866667,267,1,0.649063,-0.397959,Malfunction
26.630137,25.514079,30,7,0.139228,-0.145519,Malfunction
266.666667,1.866667,267,1,0.649063,-0.397959,Malfunction
53.361111,11.837302,55,3,0.205247,0.946608,Malfunction
266.714286,0.238095,267,0.5,-0.948683,-1.1,Malfunction
26.657534,12.422755,28,3,0.267299,1.774353,Malfunction
133.357143,1.478022,134,2,0.078877,-1.500947,Malfunction
26.680556,12.304969,29,5,0.360991,-0.839337,Malfunction
26.643836,10.093607,29,5,0.163895,-0.278609,Malfunction
26.694444,3.595462,28,3,-0.241204,-1.368497,Malfunction
26.643836,7.704718,29,4,0.062799,-0.24416,Malfunction
26.680556,24.755673,30,7,0.038894,-0.173558,Malfunction
5.8125,13.43041,7,4,1.273214,0.959145,Malfunction
26.680556,3.347222,28,3,0.45186,-0.414634,Malfunction
5.820896,23.416927,5,2,1.307083,0.260202,Malfunction
53.361111,2.180159,55,3,0.545858,-1.187837,Malfunction
26.630137,24.597412,30,7,0.063715,-0.171127,Malfunction
26.739726,5.834094,29,5,-0.251806,-1.038211,Malfunction
26.652778,54.201682,34,15,-0.058125,-1.684122,Malfunction
26.680556,2.445814,28,3,0.673988,-0.377934,Malfunction
53.361111,1.723016,54.25,2.25,0.460894,-1.087111,Malfunction
26.680556,2.981025,28,3,-0.225468,-1.173974,Malfunction
26.69863,3.019026,28,3,-0.057255,-0.96826,Malfunction
26.589041,46.439878,33,13,0.036563,-1.532798,Malfunction
53.305556,9.475397,55,3,-0.220579,0.476221,Malfunction
267,1.2,267,0.75,1,0,Malfunction
26.652778,59.103091,34,15.25,-0.030741,-1.716328,Malfunction
267,1.2,267,0.75,1,0,Malfunction
53.305556,10.161111,55,3,-0.331035,0.60678,Malfunction
267,0.4,267,0,0,0,Malfunction
26.652778,33.69464,32,11.25,-0.052356,-1.565802,Malfunction
133.5,1.346154,134,1,0.459991,-0.262857,Malfunction
26.60274,25.103881,32,10,0.015977,-1.547544,Malfunction
26.666667,12.901408,29,5,-0.029179,-1.032761,Malfunction
26.680556,4.417645,28,4,-0.085648,-1.465585,Malfunction
26.794521,54.915525,34,15,-0.075914,-1.679009,Malfunction
26.666667,9.042254,29,5,-0.148839,-0.724052,Malfunction
5.815476,14.40167,7,4,1.076204,0.229739,Malfunction
26.643836,3.149163,27,1,0.639553,0.433888,Malfunction
5.814925,21.462651,8,5,1.121339,-0.162527,Malfunction
53.527778,12.942063,55,3,0.238055,-0.214578,Malfunction
26.652778,54.201682,34,15,-0.058125,-1.684122,Malfunction
26.611111,5.790297,29,4,-0.134508,-0.77721,Malfunction
26.708333,46.491197,33.25,13.25,-0.05445,-1.765046,Malfunction
26.643836,2.510274,27,2,0.70472,-0.504337,Malfunction
53.333333,1.771429,54.25,2.25,0.475226,-1.120708,Malfunction
26.657534,3.756088,28,4,-0.211749,-1.374346,Malfunction
26.736111,3.295579,28,3,0.553711,-0.360076,Malfunction
26.506849,38.281202,31,9,0.006406,-1.21448,Malfunction
53.314286,1.868908,55,3,0.256974,-1.324064,Malfunction
266.714286,1.571429,267,1,0.570697,-0.128099,Malfunction
26.708333,36.97007,32.25,11.25,-0.069056,-1.742598,Malfunction
266.714286,1.571429,267,1,0.570697,-0.128099,Malfunction
53.314286,1.868908,55,3,0.256974,-1.324064,Malfunction
266.833333,1.366667,267,1,1.157971,0.017847,Malfunction
26.708333,17.308099,30.25,7.25,-0.142991,-1.45465,Malfunction
133.384615,1.25641,134,1,0.669096,0.352457,Malfunction
26.575342,12.108828,29,5,0.111282,-0.817885,Malfunction
26.575342,5.886606,28,3,0.174829,1.531626,Malfunction
26.657534,3.644977,28,3,-0.129501,-1.247923,Malfunction
26.616438,3.406393,28,3,0.561308,0.268258,Malfunction
26.708333,46.491197,33.25,13.25,-0.05445,-1.765046,Malfunction
5.806548,12.926644,7,3,0.937628,0.042355,Malfunction
26.666667,2.253521,28,2,0.380132,0.075,Malfunction
5.806548,17.750524,10,7,0.815904,-0.714162,Malfunction
53.342857,2.820168,55,3,0.352625,-0.886704,Malfunction
26.708333,46.491197,33.25,13.25,-0.05445,-1.765046,Malfunction
26.561644,43.944064,33,12,0.256121,-0.842784,Malfunction
26.684932,13.357686,30,7,0.14963,-0.798268,Malfunction
26.694444,4.637715,28,3,0.562211,-0.689877,Malfunction
53.428571,2.193277,54,2,0.278986,-0.396948,Malfunction
26.722222,4.428795,28,3,-0.168034,-0.751855,Malfunction
26.75,4.556338,28,3,-0.082031,1.487197,Malfunction
26.666667,16.225352,28.25,3.25,0.158131,1.876664,Malfunction
53.416667,3.45,55,3,-0.545077,2.799866,Malfunction
266.666667,1.866667,267,1,0.649063,-0.397959,Malfunction
26.671233,16.807078,30,7,0.02357,-1.265931,Malfunction
266.666667,1.866667,267,1,0.649063,-0.397959,Malfunction
53.416667,3.45,55,3,-0.545077,2.799866,Malfunction
267.142857,0.809524,267,0,1.210578,1.036332,Malfunction
26.69863,5.991248,28,3,0.003818,0.183611,Malfunction
133.571429,0.879121,134,1,0.948683,1.4725,Malfunction
26.694444,6.299687,28,3,0.376799,1.883157,Malfunction
26.694444,4.412363,28,3,0.546656,0.779987,Malfunction
26.722222,5.668232,28,4,0.225877,-0.912372,Malfunction
26.684932,13.357686,30,7,0.14963,-0.798268,Malfunction
26.694444,4.017997,28,3,0.446522,0.129603,Malfunction
5.814925,11.564447,7,3,0.935282,0.141932,Malfunction
26.739726,5.38965,28,3,0.231685,-0.87925,Malfunction
5.829851,16.452998,9,6,0.794796,-0.497282,Malfunction
53.444444,3.28254,54,2,-0.771508,2.994613,Malfunction
26.684932,13.357686,30,7,0.14963,-0.798268,Malfunction
26.625,13.646127,27.25,2.25,0.065496,3.053897,Malfunction
26.625,8.153169,29,5,-0.052376,-1.46712,Malfunction
26.684932,6.496575,29,5,0.219087,-1.244141,Malfunction
53.25,1.907143,54.25,2.25,0.466213,-1.04911,Malfunction
26.69863,5.880137,28,4,0.26165,-0.842984,Malfunction
26.657534,3.617199,28,3,-0.293734,-1.507469,Malfunction
26.625,4.829225,28,2,0.717063,4.799419,Malfunction
53.277778,3.863492,54.25,2.25,0.521014,-0.929847,Malfunction
266.285714,0.904762,267,1.5,-0.58912,-1.452909,Malfunction
26.638889,13.473396,30,7,-0.024171,-1.514957,Malfunction
266.285714,0.904762,267,1.5,-0.58912,-1.452909,Malfunction
53.277778,3.863492,54.25,2.25,0.521014,-0.929847,Malfunction
266.5,0.7,267,0.75,-1.122263,-0.367347,Malfunction
26.638889,3.895931,28,3,0.10154,-0.70406,Malfunction
133.285714,0.373626,134,1,-0.171202,-0.574394,Malfunction
26.625,3.899648,28,3,0.553056,0.62761,Malfunction
26.657534,2.589422,28,3,0.508404,-0.693385,Malfunction
26.69863,6.685693,28,4,0.384439,-0.797894,Malfunction
26.684932,2.774353,28,3,0.617653,-0.437743,Malfunction
26.625,8.153169,29,5,-0.052376,-1.46712,Malfunction
5.835821,8.676557,7,3,0.721515,-0.163517,Malfunction
26.569444,5.854264,28,4,0.157839,-0.616346,Malfunction
5.815476,13.135999,9,6,0.544796,-0.696688,Malfunction
53.277778,2.663492,54.25,2.25,0.463582,-0.765708,Malfunction
26.625,8.153169,29,5,-0.052376,-1.46712,Malfunction
26.643836,18.149163,27,2,0.18658,2.274848,Malfunction
26.684932,7.857686,29,5,-0.157438,-1.526026,Malfunction
26.666667,6.169014,28,4,0.313493,-1.210296,Malfunction
53.5,13.742857,55,3,0,0.044528,Malfunction
26.666667,4.901408,28,4,0.238757,-1.041221,Malfunction
26.684932,7.857686,29,5,-0.157438,-1.526026,Malfunction
